Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1790407106,50,,Aggregated,30.900000,21.400000,3,4,5,6,12,2400,2600,2700,3100,3600,3600,3481,2509,3,169.02474640304584,1.8005289994107443,3591.6835959997115,108.87101407641482
1790407107,50,,Aggregated,30.900000,21.500000,3,4,5,6,11,2400,2600,2700,3100,3600,3600,3506,2526,3,168.58044794866092,1.8005289994107443,3591.6835959997115,108.9189960068454
1790407108,50,,Aggregated,30.700000,21.000000,3,4,5,6,11,2400,2600,2700,3100,3600,3600,3538,2546,3,168.56983498162967,1.8005289994107443,3591.6835959997115,109.05539853024308
1790407109,50,,Aggregated,30.600000,20.900000,3,4,5,6,11,2400,2600,2700,3100,3600,3600,3572,2569,3,168.52869694541056,1.8005289994107443,3591.6835959997115,109.12094064949608
1790407110,50,,Aggregated,29.900000,20.700000,3,4,5,6,11,2400,2600,2700,3100,3600,3600,3600,2587,3,168.66097671444732,1.8005289994107443,3591.6835959997115,109.21583333333334
1790407111,50,,Aggregated,30.400000,20.800000,3,4,5,6,11,2400,2600,2700,3100,3600,3600,3626,2605,3,168.90272724986445,1.8005289994107443,3591.6835959997115,109.24710424710425
1790407113,50,,Aggregated,30.500000,20.900000,3,4,5,6,11,2400,2600,2700,3100,3600,3600,3657,2624,3,168.86642634400178,1.8005289994107443,3591.6835959997115,109.38583538419469
1790407114,50,,Aggregated,30.100000,20.700000,3,4,5,6,11,2400,2600,2700,3100,3600,3600,3683,2636,3,169.063662602774,1.8005289994107443,3591.6835959997115,109.67282106978007
1790407115,50,,Aggregated,30.000000,20.400000,3,4,5,6,11,2400,2600,2700,3100,3600,3600,3713,2659,3,169.08722984272035,1.8005289994107443,3591.6835959997115,109.60624831672502
1790407116,50,,Aggregated,30.000000,20.100000,3,4,5,6,11,2400,2600,2700,3100,3600,3600,3747,2680,3,168.92580787563907,1.8005289994107443,3591.6835959997115,109.74699759807847
1790407117,50,,Aggregated,29.100000,19.200000,3,4,5,6,11,2400,2600,2700,3100,3600,3600,3778,2700,3,168.94694976681203,1.8005289994107443,3591.6835959997115,109.8353626257279
1790407118,50,,Aggregated,29.100000,19.200000,3,4,5,6,11,2400,2600,2700,3100,3600,3600,3813,2727,3,168.13279996512352,1.8005289994107443,3591.6835959997115,109.7503278258589
1790407119,50,,Aggregated,29.500000,19.100000,3,4,5,6,11,2400,2600,2700,3100,3600,3600,3841,2742,3,168.36151633142774,1.8005289994107443,3591.6835959997115,109.96042697214267
1790407120,50,,Aggregated,30.700000,20.100000,3,4,5,6,11,2400,2600,2700,3100,3600,3600,3868,2760,3,168.60949142787402,1.8005289994107443,3591.6835959997115,110.0124095139607
1790407121,50,,Aggregated,30.200000,19.600000,3,4,5,6,11,2500,2700,2700,3100,3600,3600,3900,2784,3,168.71469538128588,1.8005289994107443,3591.6835959997115,109.96461538461539
1790407122,50,,Aggregated,29.500000,19.000000,3,4,5,6,11,2400,2700,2700,3100,3600,3600,3928,2803,3,168.2648870870708,1.8005289994107443,3591.6835959997115,110.00356415478615
1790407123,50,,Aggregated,29.500000,19.000000,3,4,5,6,11,2500,2700,2700,3200,3600,3600,3957,2821,3,168.63380440359137,1.8005289994107443,3591.6835959997115,110.11144806671722
1790407124,50,,Aggregated,29.900000,19.700000,3,4,5,6,11,2500,2700,2800,3200,3600,3600,3983,2837,3,169.00836429676366,1.8005289994107443,3591.6835959997115,110.21466231483807
1790407125,50,,Aggregated,30.000000,19.700000,3,4,5,6,11,2500,2700,2800,3100,3600,3600,4020,2858,3,168.8152517330871,1.8005289994107443,3591.6835959997115,110.42636815920397
1790407126,50,,Aggregated,30.000000,20.100000,3,4,5,6,11,2500,2700,2800,3100,3600,3600,4048,2878,3,168.32831815118845,1.8005289994107443,3591.6835959997115,110.42341897233202
1790407127,50,,Aggregated,30.400000,19.800000,3,4,5,6,11,2500,2700,2800,3100,3600,3600,4078,2896,3,168.4471615806803,1.8005289994107443,3591.6835959997115,110.55615497793036
1790407128,50,,Aggregated,30.000000,19.800000,3,4,5,6,11,2500,2700,2800,3100,3600,3600,4108,2917,3,168.6437693288743,1.8005289994107443,3591.6835959997115,110.56742940603701
1790407129,50,,Aggregated,30.000000,19.500000,3,4,5,6,11,2500,2700,2800,3100,3600,3600,4137,2931,3,168.95774942688223,1.8005289994107443,3591.6835959997115,110.82475223591975
1790407130,50,,Aggregated,30.000000,19.500000,3,4,5,6,11,2500,2700,2800,3100,3600,3600,4165,2953,3,168.56825934862198,1.8005289994107443,3591.6835959997115,110.74141656662665
1790407131,50,,Aggregated,29.500000,18.900000,3,4,5,6,11,2500,2700,2800,3100,3600,3600,4199,2973,3,168.5922239816653,1.8005289994107443,3591.6835959997115,110.89545129792808
1790407132,50,,Aggregated,29.800000,19.400000,3,4,5,6,11,2500,2700,2800,3100,3600,3600,4225,2990,3,168.82993372639325,1.8005289994107443,3591.6835959997115,110.95218934911243
1790407133,50,,Aggregated,29.900000,18.800000,3,4,5,6,11,2500,2700,2800,3100,3600,3600,4254,3006,3,168.83274169017673,1.8005289994107443,3591.6835959997115,111.12388340385519
